ElementId,Category,Family,Type,Level,HostWallId,OriX,OriY,OriZ,Azimuth (°),Glass Area (m²)
355921,Windows,M_Fixed,,07,342319,0.1,-0.99,-0.0,174.12,0.0
355922,Windows,M_Fixed,,07,342319,0.1,-0.99,-0.0,174.12,0.0
355923,Windows,M_Fixed,,07,342319,0.1,-0.99,-0.0,174.12,0.0
355927,Windows,M_Fixed,,08,342319,0.1,-0.99,-0.0,174.12,0.0
355928,Windows,M_Fixed,,08,342319,0.1,-0.99,-0.0,174.12,0.0
355929,Windows,M_Fixed,,08,342319,0.1,-0.99,-0.0,174.12,0.0
383893,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383894,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383895,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383896,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383897,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383898,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383899,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383900,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383901,Windows,M_Sliding with Trim,,00,342319,0.1,-0.99,-0.0,174.12,0.0
383684,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383685,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383686,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383687,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383688,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383689,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383690,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383691,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383692,Windows,M_Sliding with Trim,,04,342320,0.1,-0.99,0.0,174.12,0.0
383779,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383780,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383781,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383782,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383783,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383784,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383785,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383786,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383787,Windows,M_Sliding with Trim,,03,342320,0.1,-0.99,0.0,174.12,0.0
383797,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383798,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383799,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383800,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383801,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383802,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383803,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383804,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383805,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383875,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383876,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383877,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383878,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383879,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383880,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383881,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383882,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383883,Windows,M_Sliding with Trim,,02,342320,0.1,-0.99,0.0,174.12,0.0
383884,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
383885,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
383886,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
383887,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
383888,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
383889,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
383890,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
383891,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
383892,Windows,M_Sliding with Trim,,01,342320,0.1,-0.99,0.0,174.12,0.0
377821,Windows,Arched (1),,04,342325,0.1,-0.99,0.0,174.12,0.0
377822,Windows,WINDOW_W_SOLDIER_COURSE_8505,,05,342325,-0.1,0.99,-0.0,354.12,0.0
377823,Windows,WINDOW_W_SOLDIER_COURSE_8505,,05,342325,-0.1,0.99,-0.0,354.12,0.0
377824,Windows,Arched (1),,02,342325,0.1,-0.99,0.0,174.12,0.0
377825,Windows,M_Casement 3x3 with Trim,,01,342325,0.1,-0.99,0.0,174.12,0.0
377826,Windows,Arched (1),,03,342325,0.1,-0.99,0.0,174.12,0.0
377827,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342325,-0.1,0.99,-0.0,354.12,0.0
377828,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342325,-0.1,0.99,-0.0,354.12,0.0
377829,Windows,Arched (1),,02,342325,0.1,-0.99,0.0,174.12,0.0
377830,Windows,M_Casement 3x3 with Trim,,01,342325,0.1,-0.99,0.0,174.12,0.0
377831,Windows,Arched (1),,03,342325,0.1,-0.99,0.0,174.12,0.0
377832,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342325,-0.1,0.99,-0.0,354.12,0.0
377833,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342325,-0.1,0.99,-0.0,354.12,0.0
377834,Windows,Arched (1),,02,342325,0.1,-0.99,0.0,174.12,0.0
377835,Windows,M_Casement 3x3 with Trim,,01,342325,0.1,-0.99,0.0,174.12,0.0
377836,Windows,Arched (1),,03,342325,0.1,-0.99,0.0,174.12,0.0
377837,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342325,-0.1,0.99,-0.0,354.12,0.0
377838,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342325,-0.1,0.99,-0.0,354.12,0.0
377839,Windows,Arched (1),,02,342325,0.1,-0.99,0.0,174.12,0.0
377840,Windows,M_Casement 3x3 with Trim,,01,342325,0.1,-0.99,0.0,174.12,0.0
377841,Windows,Arched (1),,03,342325,0.1,-0.99,0.0,174.12,0.0
377842,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342325,-0.1,0.99,-0.0,354.12,0.0
377843,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342325,-0.1,0.99,-0.0,354.12,0.0
377844,Windows,Arched (1),,02,342325,0.1,-0.99,0.0,174.12,0.0
377845,Windows,M_Casement 3x3 with Trim,,01,342325,0.1,-0.99,0.0,174.12,0.0
377492,Windows,Arched (1),,04,342328,0.1,-0.99,0.0,174.12,0.0
377493,Windows,WINDOW_W_SOLDIER_COURSE_8505,,05,342328,-0.1,0.99,-0.0,354.12,0.0
377494,Windows,WINDOW_W_SOLDIER_COURSE_8505,,05,342328,-0.1,0.99,-0.0,354.12,0.0
377495,Windows,Arched (1),,02,342328,0.1,-0.99,0.0,174.12,0.0
377496,Windows,M_Casement 3x3 with Trim,,01,342328,0.1,-0.99,0.0,174.12,0.0
377706,Windows,Arched (1),,03,342328,0.1,-0.99,0.0,174.12,0.0
377707,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342328,-0.1,0.99,-0.0,354.12,0.0
377708,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342328,-0.1,0.99,-0.0,354.12,0.0
377709,Windows,Arched (1),,02,342328,0.1,-0.99,0.0,174.12,0.0
377710,Windows,M_Casement 3x3 with Trim,,01,342328,0.1,-0.99,0.0,174.12,0.0
377749,Windows,Arched (1),,03,342328,0.1,-0.99,0.0,174.12,0.0
377750,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342328,-0.1,0.99,-0.0,354.12,0.0
377751,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342328,-0.1,0.99,-0.0,354.12,0.0
377752,Windows,Arched (1),,02,342328,0.1,-0.99,0.0,174.12,0.0
377753,Windows,M_Casement 3x3 with Trim,,01,342328,0.1,-0.99,0.0,174.12,0.0
377754,Windows,Arched (1),,03,342328,0.1,-0.99,0.0,174.12,0.0
377755,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342328,-0.1,0.99,-0.0,354.12,0.0
377756,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342328,-0.1,0.99,-0.0,354.12,0.0
377757,Windows,Arched (1),,02,342328,0.1,-0.99,0.0,174.12,0.0
377758,Windows,M_Casement 3x3 with Trim,,01,342328,0.1,-0.99,0.0,174.12,0.0
377773,Windows,Arched (1),,03,342328,0.1,-0.99,0.0,174.12,0.0
377774,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342328,-0.1,0.99,-0.0,354.12,0.0
377775,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,342328,-0.1,0.99,-0.0,354.12,0.0
377776,Windows,Arched (1),,02,342328,0.1,-0.99,0.0,174.12,0.0
377777,Windows,M_Casement 3x3 with Trim,,01,342328,0.1,-0.99,0.0,174.12,0.0
384550,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384551,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384552,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384553,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384554,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384555,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384556,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384557,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384558,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384559,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384620,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384621,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384622,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384623,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384624,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384615,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384616,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384617,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384618,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384619,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384610,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384611,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384612,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384613,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384614,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384605,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384606,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384607,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384608,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384609,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384600,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384601,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384602,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384603,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384604,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384595,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384596,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384597,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384598,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384599,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384590,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384591,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384592,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384593,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384594,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384585,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384586,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384587,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384588,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384589,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384580,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384581,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384582,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384583,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384584,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384575,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384576,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384577,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384578,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384579,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384570,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384571,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384572,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384573,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384574,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384565,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384566,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384567,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384568,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384569,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384560,Windows,Arched (1),,03,384531,-0.11,0.99,-0.0,353.64,0.0
384561,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384562,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384531,0.11,-0.99,0.0,173.64,0.0
384563,Windows,Arched (1),,01,384531,-0.11,0.99,-0.0,353.64,0.0
384564,Windows,M_Casement 3x3 with Trim,,00,384531,-0.11,0.99,-0.0,353.64,0.0
384535,Windows,Arched (1),,03,384532,-0.11,0.99,-0.0,353.64,0.0
384536,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,0.0
384537,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,0.0
384538,Windows,Arched (1),,01,384532,-0.11,0.99,-0.0,353.64,0.0
384539,Windows,M_Casement 3x3 with Trim,,00,384532,-0.11,0.99,-0.0,353.64,0.0
384540,Windows,Arched (1),,03,384532,-0.11,0.99,-0.0,353.64,0.0
384541,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,0.0
384542,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,0.0
384543,Windows,Arched (1),,01,384532,-0.11,0.99,-0.0,353.64,0.0
384544,Windows,M_Casement 3x3 with Trim,,00,384532,-0.11,0.99,-0.0,353.64,0.0
384545,Windows,Arched (1),,03,384532,-0.11,0.99,-0.0,353.64,0.0
384546,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,0.0
384547,Windows,WINDOW_W_SOLDIER_COURSE_8505,,04,384532,0.11,-0.99,0.0,173.64,0.0
384548,Windows,Arched (1),,01,384532,-0.11,0.99,-0.0,353.64,0.0
384549,Windows,M_Casement 3x3 with Trim,,00,384532,-0.11,0.99,-0.0,353.64,0.0
384816,Windows,M_Casement 3x3 with Trim,,01,384532,-0.11,0.99,-0.0,353.64,0.0
384817,Windows,M_Casement 3x3 with Trim,,01,384532,-0.11,0.99,-0.0,353.64,0.0
